traffic_id,timestamp,day,hour,weather,area_type,traffic_density,car_count,bike_count,truck_count,signal_waiting_time_seconds
6454,2025-04-16 15:24:00,Wednesday,15,Cloudy,Industrial,Medium,38,54,15,44
6455,2025-05-10 09:03:00,Saturday,9,Stormy,School Zone,High,89,83,25,167
6456,2025-06-14 16:45:00,Saturday,16,Foggy,School Zone,Medium,40,58,11,57
6457,2025-02-03 09:57:00,Monday,9,Stormy,Highway,High,105,140,39,120
6458,2025-06-29 08:04:00,Sunday,8,Foggy,School Zone,Medium,33,47,7,38
6459,2025-08-28 20:10:00,Thursday,20,Rainy,School Zone,High,58,95,22,134
6460,2025-09-26 04:11:00,Friday,4,Rainy,Highway,Low,16,29,5,7
6461,2025-08-22 03:07:00,Friday,3,Stormy,Commercial,Medium,38,58,14,35
6462,2025-12-02 03:48:00,Tuesday,3,Clear,Industrial,Low,9,28,2,5
6463,2025-02-27 06:15:00,Thursday,6,Cloudy,Commercial,Low,13,30,1,13
6464,2025-01-25 11:47:00,Saturday,11,Clear,Industrial,Low,6,25,2,17
6465,2025-03-20 14:11:00,Thursday,14,Foggy,Highway,Medium,24,61,11,30
6466,2025-12-27 01:06:00,Saturday,1,Clear,Residential,Low,20,18,0,9
6467,2025-08-21 13:13:00,Thursday,13,Rainy,Commercial,Low,7,28,1,18
6468,2025-07-01 03:44:00,Tuesday,3,Foggy,Highway,Low,13,12,3,20
6469,2025-07-30 10:37:00,Wednesday,10,Foggy,Industrial,Medium,44,70,9,31
6470,2025-02-11 11:06:00,Tuesday,11,Cloudy,Industrial,Medium,40,65,8,33
6471,2025-05-21 15:06:00,Wednesday,15,Clear,Industrial,Medium,25,62,15,32
6472,2025-12-11 18:02:00,Thursday,18,Rainy,Commercial,Medium,46,42,7,44
6473,2025-07-29 01:22:00,Tuesday,1,Stormy,Commercial,Low,10,11,0,15
6474,2025-01-21 05:29:00,Tuesday,5,Rainy,Highway,Low,19,16,1,15
6475,2025-03-02 10:19:00,Sunday,10,Clear,School Zone,High,56,73,26,139
6476,2025-06-04 10:41:00,Wednesday,10,Clear,Highway,High,53,146,20,85
6477,2025-03-06 09:00:00,Thursday,9,Cloudy,Commercial,High,83,124,16,175
6478,2025-02-15 20:17:00,Saturday,20,Cloudy,School Zone,Medium,39,68,8,57
6479,2025-12-20 19:37:00,Saturday,19,Stormy,Residential,Medium,50,37,11,40
6480,2025-12-04 10:54:00,Thursday,10,Rainy,School Zone,Medium,44,41,14,27
6481,2025-04-24 23:51:00,Thursday,23,Rainy,Commercial,Low,20,25,4,7
6482,2025-11-29 23:35:00,Saturday,23,Cloudy,Commercial,Low,8,18,2,7
6483,2025-05-19 07:43:00,Monday,7,Rainy,Highway,High,71,93,16,92
6484,2025-12-07 06:19:00,Sunday,6,Stormy,Highway,Low,17,20,3,15
6485,2025-03-30 04:56:00,Sunday,4,Foggy,Industrial,Low,20,11,3,18
6486,2025-03-22 07:59:00,Saturday,7,Clear,Highway,High,58,85,15,60
6487,2025-02-21 17:57:00,Friday,17,Clear,Commercial,High,100,121,36,87
6488,2025-04-20 22:40:00,Sunday,22,Stormy,Commercial,Low,15,15,0,9
6489,2025-03-05 23:57:00,Wednesday,23,Clear,Residential,Medium,46,50,13,33
6490,2025-08-29 17:57:00,Friday,17,Foggy,Residential,Medium,38,55,13,32
6491,2025-12-09 21:50:00,Tuesday,21,Clear,Industrial,Low,18,10,1,11
6492,2025-10-03 14:58:00,Friday,14,Rainy,Residential,Medium,29,57,7,37
6493,2025-07-18 02:37:00,Friday,2,Rainy,Industrial,Low,5,10,4,19
6494,2025-01-20 02:13:00,Monday,2,Foggy,School Zone,Low,8,12,1,14
6495,2025-02-02 19:37:00,Sunday,19,Clear,Industrial,High,54,98,15,168
6496,2025-09-30 01:54:00,Tuesday,1,Clear,Highway,Low,8,30,4,12
6497,2025-09-23 15:02:00,Tuesday,15,Stormy,Commercial,Medium,29,57,11,60
6498,2025-08-13 02:42:00,Wednesday,2,Clear,Highway,Low,16,10,2,14
6499,2025-05-11 04:39:00,Sunday,4,Foggy,Commercial,Low,9,16,5,13
6500,2025-08-29 13:41:00,Friday,13,Clear,School Zone,Low,15,11,2,7
6501,2025-09-23 14:39:00,Tuesday,14,Foggy,Residential,Low,8,13,3,5
6502,2025-01-12 18:38:00,Sunday,18,Foggy,Highway,Medium,29,60,11,44
6503,2025-11-03 22:58:00,Monday,22,Cloudy,Residential,Low,18,20,5,18
6504,2025-11-23 03:55:00,Sunday,3,Clear,Commercial,Low,11,27,3,10
6505,2025-08-08 06:44:00,Friday,6,Clear,Highway,Low,5,24,2,12
6506,2025-11-29 16:02:00,Saturday,16,Clear,Highway,Medium,32,41,9,41
6507,2025-09-24 11:49:00,Wednesday,11,Cloudy,School Zone,Medium,29,64,15,53
6508,2025-03-12 08:04:00,Wednesday,8,Rainy,Highway,High,62,144,20,140
6509,2025-09-06 02:18:00,Saturday,2,Cloudy,Highway,Medium,25,54,5,36
6510,2025-11-04 14:50:00,Tuesday,14,Stormy,Highway,Low,12,16,4,9
6511,2025-11-17 20:14:00,Monday,20,Cloudy,Highway,High,77,96,28,64
6512,2025-09-03 21:42:00,Wednesday,21,Rainy,Highway,Low,6,24,0,9
6513,2025-12-25 01:59:00,Thursday,1,Cloudy,School Zone,Medium,39,47,6,56
6514,2025-04-04 01:58:00,Friday,1,Foggy,Residential,Low,16,15,3,8
6515,2025-10-21 04:39:00,Tuesday,4,Rainy,Commercial,Medium,34,32,5,31
6516,2025-01-30 12:27:00,Thursday,12,Cloudy,Residential,Medium,47,38,7,47
6517,2025-02-26 18:53:00,Wednesday,18,Cloudy,Commercial,High,68,138,28,88
6518,2025-08-22 16:34:00,Friday,16,Cloudy,Highway,Low,13,23,0,13
6519,2025-08-17 04:51:00,Sunday,4,Foggy,Residential,Low,12,12,5,6
6520,2025-03-23 08:22:00,Sunday,8,Stormy,School Zone,High,114,93,16,83
6521,2025-12-03 10:51:00,Wednesday,10,Clear,Industrial,High,103,139,25,167
6522,2025-02-11 00:13:00,Tuesday,0,Foggy,Commercial,Low,17,20,0,17
6523,2025-01-22 00:54:00,Wednesday,0,Foggy,Industrial,Low,15,14,0,15
6524,2025-12-18 11:55:00,Thursday,11,Foggy,School Zone,Low,10,16,2,5
6525,2025-05-19 17:20:00,Monday,17,Foggy,Residential,Medium,32,70,10,59
6526,2025-12-13 20:34:00,Saturday,20,Clear,Commercial,High,59,78,38,69
6527,2025-07-28 06:06:00,Monday,6,Cloudy,Commercial,Low,13,10,0,7
6528,2025-05-09 03:29:00,Friday,3,Clear,School Zone,Low,15,16,4,14
6529,2025-01-10 22:21:00,Friday,22,Foggy,Industrial,Low,20,16,2,11
6530,2025-02-02 18:55:00,Sunday,18,Foggy,School Zone,High,70,130,22,85
6531,2025-01-01 16:26:00,Wednesday,16,Cloudy,School Zone,Medium,29,68,6,30
6532,2025-01-21 08:09:00,Tuesday,8,Foggy,Industrial,Medium,27,36,8,46
6533,2025-07-01 04:52:00,Tuesday,4,Cloudy,Commercial,Medium,38,40,11,23
6534,2025-06-08 22:44:00,Sunday,22,Clear,Residential,Low,8,12,3,11
6535,2025-07-09 13:34:00,Wednesday,13,Rainy,School Zone,Low,18,16,4,8
6536,2025-04-29 09:24:00,Tuesday,9,Foggy,School Zone,High,52,127,16,121
6537,2025-08-09 15:46:00,Saturday,15,Clear,Industrial,Low,14,10,2,8
6538,2025-03-26 11:14:00,Wednesday,11,Foggy,Industrial,Medium,37,52,12,26
6539,2025-07-19 15:04:00,Saturday,15,Stormy,Highway,Low,7,19,0,17
6540,2025-03-29 16:27:00,Saturday,16,Rainy,Highway,Low,13,19,5,17
6541,2025-08-13 08:12:00,Wednesday,8,Stormy,Commercial,High,86,145,23,96
6542,2025-07-08 05:00:00,Tuesday,5,Clear,School Zone,Low,14,10,5,9
6543,2025-03-28 20:14:00,Friday,20,Rainy,Residential,High,71,83,19,74
6544,2025-06-18 00:24:00,Wednesday,0,Clear,Highway,Medium,28,57,5,54
6545,2025-05-10 13:36:00,Saturday,13,Stormy,Residential,Low,15,14,2,12
6546,2025-08-04 01:13:00,Monday,1,Foggy,Industrial,Low,12,21,5,13
6547,2025-02-13 08:16:00,Thursday,8,Rainy,Residential,High,94,120,21,172
6548,2025-04-29 08:24:00,Tuesday,8,Rainy,School Zone,Medium,25,42,11,48
6549,2025-08-28 07:17:00,Thursday,7,Cloudy,School Zone,High,52,135,22,79
6550,2025-08-31 13:41:00,Sunday,13,Foggy,Residential,Low,11,16,5,16
6551,2025-06-28 11:16:00,Saturday,11,Rainy,School Zone,Low,18,17,3,20
6552,2025-10-28 12:19:00,Tuesday,12,Clear,School Zone,Medium,21,34,12,48
6553,2025-07-16 19:24:00,Wednesday,19,Clear,Commercial,High,82,128,18,62
6554,2025-01-15 04:47:00,Wednesday,4,Foggy,Highway,Medium,41,41,14,39
6555,2025-07-14 21:03:00,Monday,21,Cloudy,School Zone,Low,11,14,1,15
6556,2025-10-15 02:52:00,Wednesday,2,Rainy,Commercial,Medium,45,54,12,23
6557,2025-04-30 09:18:00,Wednesday,9,Stormy,Commercial,High,91,87,34,161
6558,2025-12-13 00:57:00,Saturday,0,Stormy,Residential,Medium,32,42,15,26
6559,2025-04-17 06:02:00,Thursday,6,Rainy,School Zone,Low,14,10,3,20
6560,2025-11-02 02:06:00,Sunday,2,Stormy,Industrial,Low,20,11,4,19
6561,2025-10-02 17:13:00,Thursday,17,Rainy,Residential,High,55,95,37,98
6562,2025-08-09 11:42:00,Saturday,11,Clear,Highway,Low,7,12,4,14
6563,2025-03-01 06:57:00,Saturday,6,Rainy,Residential,Low,12,25,2,16
6564,2025-06-04 02:56:00,Wednesday,2,Foggy,Highway,Low,20,24,5,16
6565,2025-07-03 05:43:00,Thursday,5,Stormy,Highway,Low,5,13,5,6
6566,2025-01-04 16:41:00,Saturday,16,Stormy,School Zone,Medium,42,55,14,43
6567,2025-01-21 12:44:00,Tuesday,12,Foggy,Industrial,Medium,37,30,7,38
6568,2025-01-15 14:30:00,Wednesday,14,Cloudy,School Zone,Medium,28,60,10,53
6569,2025-09-30 14:00:00,Tuesday,14,Cloudy,School Zone,Low,19,29,3,11
6570,2025-07-19 08:30:00,Saturday,8,Rainy,Industrial,Medium,35,53,13,43
6571,2025-03-11 10:04:00,Tuesday,10,Foggy,Commercial,Medium,32,40,11,46
6572,2025-04-21 19:51:00,Monday,19,Foggy,Highway,High,91,146,38,85
6573,2025-07-14 09:29:00,Monday,9,Clear,Residential,High,65,85,40,105
6574,2025-10-20 15:50:00,Monday,15,Clear,School Zone,Medium,34,57,15,27
6575,2025-08-26 15:34:00,Tuesday,15,Foggy,Commercial,Medium,33,53,14,39
6576,2025-11-02 18:18:00,Sunday,18,Clear,Industrial,High,84,94,22,136
6577,2025-03-21 15:08:00,Friday,15,Foggy,School Zone,Medium,36,61,5,35
6578,2025-02-17 00:14:00,Monday,0,Foggy,Residential,Medium,45,40,7,25
6579,2025-05-06 22:49:00,Tuesday,22,Cloudy,School Zone,Medium,46,69,12,27
6580,2025-12-31 11:28:00,Wednesday,11,Clear,Residential,Low,15,18,4,7
6581,2025-08-21 23:39:00,Thursday,23,Rainy,Highway,Medium,41,58,10,53
6582,2025-01-14 08:21:00,Tuesday,8,Rainy,Commercial,High,109,70,15,87
6583,2025-01-05 20:24:00,Sunday,20,Clear,Highway,High,84,105,40,156
6584,2025-03-22 21:38:00,Saturday,21,Clear,Residential,Low,6,17,1,11
6585,2025-08-22 08:52:00,Friday,8,Clear,School Zone,High,77,145,25,74
6586,2025-01-07 23:44:00,Tuesday,23,Stormy,Residential,Low,19,22,0,18
6587,2025-05-03 20:57:00,Saturday,20,Stormy,Residential,High,105,142,31,179
6588,2025-01-10 14:13:00,Friday,14,Stormy,School Zone,Medium,20,34,10,45
6589,2025-01-16 11:43:00,Thursday,11,Foggy,Highway,Low,13,17,3,17
6590,2025-02-25 11:35:00,Tuesday,11,Rainy,Industrial,Low,19,11,5,11
6591,2025-12-05 01:30:00,Friday,1,Foggy,Highway,Medium,46,67,7,31
6592,2025-08-04 19:09:00,Monday,19,Cloudy,Residential,Medium,44,38,13,44
6593,2025-10-14 13:02:00,Tuesday,13,Cloudy,Highway,Low,11,30,5,11
6594,2025-07-31 15:17:00,Thursday,15,Foggy,Highway,Medium,30,69,12,51
6595,2025-06-19 00:18:00,Thursday,0,Stormy,Industrial,Low,14,11,2,20
6596,2025-08-06 10:48:00,Wednesday,10,Stormy,Commercial,Medium,41,59,15,21
6597,2025-06-30 17:38:00,Monday,17,Stormy,Residential,High,119,131,33,163
6598,2025-08-30 04:46:00,Saturday,4,Stormy,Residential,Low,7,24,1,8
6599,2025-12-07 14:13:00,Sunday,14,Foggy,Industrial,Low,13,10,2,6
6600,2025-02-13 18:48:00,Thursday,18,Foggy,Industrial,Medium,40,68,8,55
6601,2025-06-15 06:20:00,Sunday,6,Cloudy,Highway,Medium,25,31,6,48
6602,2025-05-18 14:47:00,Sunday,14,Rainy,School Zone,Low,10,24,1,20
6603,2025-12-25 17:15:00,Thursday,17,Cloudy,Commercial,High,66,135,25,108
6604,2025-07-01 15:41:00,Tuesday,15,Stormy,Highway,Medium,42,36,8,26
6605,2025-05-25 00:43:00,Sunday,0,Stormy,Industrial,Low,7,18,3,16
6606,2025-04-25 19:56:00,Friday,19,Clear,Highway,High,113,148,36,178
6607,2025-08-13 04:35:00,Wednesday,4,Rainy,Residential,Low,14,24,0,20
6608,2025-09-22 17:33:00,Monday,17,Cloudy,Industrial,High,89,142,29,87
6609,2025-06-09 04:49:00,Monday,4,Stormy,Industrial,Low,11,23,2,12
6610,2025-08-15 22:30:00,Friday,22,Cloudy,School Zone,Low,19,16,3,8
6611,2025-01-24 11:59:00,Friday,11,Rainy,Highway,Medium,40,37,9,38
6612,2025-06-28 23:11:00,Saturday,23,Stormy,School Zone,Low,15,14,3,17
6613,2025-09-24 16:26:00,Wednesday,16,Foggy,Residential,Medium,23,30,10,23
6614,2025-08-17 11:43:00,Sunday,11,Rainy,Commercial,Medium,35,45,9,52
6615,2025-05-23 13:46:00,Friday,13,Stormy,Highway,Low,8,10,1,17
6616,2025-11-26 12:55:00,Wednesday,12,Rainy,Highway,Low,5,25,0,11
6617,2025-04-03 16:04:00,Thursday,16,Stormy,Highway,Low,14,13,0,19
6618,2025-05-10 10:05:00,Saturday,10,Cloudy,Residential,High,116,130,33,153
6619,2025-06-05 17:30:00,Thursday,17,Foggy,Commercial,Medium,36,40,10,46
6620,2025-08-29 14:39:00,Friday,14,Clear,Commercial,Medium,24,49,14,26
6621,2025-02-25 15:00:00,Tuesday,15,Cloudy,Highway,Low,15,20,3,16
6622,2025-08-29 22:08:00,Friday,22,Cloudy,Residential,Low,16,18,5,16
6623,2025-07-18 02:55:00,Friday,2,Stormy,Highway,Low,14,19,4,9
6624,2025-03-07 13:32:00,Friday,13,Clear,Highway,Medium,35,50,5,44
6625,2025-07-02 04:21:00,Wednesday,4,Cloudy,Industrial,Low,18,15,5,8
6626,2025-03-20 21:20:00,Thursday,21,Foggy,Highway,Low,14,26,1,7
6627,2025-04-16 02:33:00,Wednesday,2,Stormy,Industrial,Medium,42,61,12,41
6628,2025-01-23 13:00:00,Thursday,13,Rainy,School Zone,Medium,34,48,14,55
6629,2025-05-27 13:58:00,Tuesday,13,Rainy,Industrial,Low,7,15,3,18
6630,2025-04-08 16:46:00,Tuesday,16,Cloudy,Highway,Low,9,25,4,7
6631,2025-10-03 10:00:00,Friday,10,Cloudy,Residential,Medium,20,31,6,21
6632,2025-05-15 09:37:00,Thursday,9,Rainy,Highway,Medium,24,40,6,20
6633,2025-08-06 20:03:00,Wednesday,20,Foggy,Highway,High,53,126,39,167
6634,2025-08-02 07:09:00,Saturday,7,Stormy,Residential,High,72,75,18,156
6635,2025-09-23 05:59:00,Tuesday,5,Cloudy,Residential,Low,14,10,0,15
6636,2025-11-24 05:04:00,Monday,5,Foggy,Commercial,Medium,21,46,5,37
6637,2025-01-28 18:09:00,Tuesday,18,Rainy,School Zone,Medium,41,40,7,52
6638,2025-12-20 18:05:00,Saturday,18,Clear,Industrial,High,75,104,30,77
6639,2025-10-05 12:10:00,Sunday,12,Clear,Residential,Low,17,11,3,12
6640,2025-08-05 23:00:00,Tuesday,23,Cloudy,Residential,Medium,22,31,13,22
6641,2025-04-14 08:27:00,Monday,8,Cloudy,Commercial,High,95,78,34,168
6642,2025-02-13 22:34:00,Thursday,22,Cloudy,Commercial,Medium,23,62,7,37
6643,2025-02-17 15:46:00,Monday,15,Cloudy,School Zone,Low,7,26,1,6
6644,2025-09-12 22:50:00,Friday,22,Clear,Commercial,Low,14,10,5,16
6645,2025-08-30 02:50:00,Saturday,2,Clear,Residential,Low,7,28,2,18
6646,2025-11-02 04:00:00,Sunday,4,Clear,Residential,Medium,32,44,10,22
6647,2025-01-23 01:31:00,Thursday,1,Cloudy,Commercial,Low,7,12,2,19
6648,2025-02-19 16:39:00,Wednesday,16,Stormy,Highway,Medium,35,34,5,58
6649,2025-11-11 16:21:00,Tuesday,16,Stormy,Commercial,Medium,22,46,7,38
6650,2025-09-15 23:30:00,Monday,23,Foggy,Highway,Low,11,19,1,13
6651,2025-04-04 23:29:00,Friday,23,Foggy,Highway,Low,16,23,2,18
6652,2025-01-09 11:41:00,Thursday,11,Cloudy,School Zone,Low,10,29,2,9
6653,2025-05-01 11:03:00,Thursday,11,Foggy,Highway,Low,9,20,2,9
6654,2025-12-20 23:06:00,Saturday,23,Cloudy,Industrial,Low,8,17,0,10
6655,2025-08-01 23:21:00,Friday,23,Stormy,Industrial,Low,10,30,2,11
6656,2025-10-02 11:31:00,Thursday,11,Rainy,Industrial,Low,7,27,3,7
6657,2025-10-14 07:38:00,Tuesday,7,Rainy,Industrial,Medium,35,64,7,46
6658,2025-04-21 10:54:00,Monday,10,Clear,Highway,Medium,49,32,9,27
6659,2025-10-11 03:51:00,Saturday,3,Rainy,Highway,Low,14,10,5,8
6660,2025-06-13 10:35:00,Friday,10,Cloudy,Highway,Medium,26,41,9,34
6661,2025-05-14 22:51:00,Wednesday,22,Rainy,Commercial,Low,12,19,0,7
6662,2025-03-20 13:48:00,Thursday,13,Cloudy,School Zone,Medium,40,70,12,50
6663,2025-03-29 07:53:00,Saturday,7,Foggy,School Zone,Medium,48,46,15,30
6664,2025-06-28 13:09:00,Saturday,13,Cloudy,Commercial,Medium,49,32,12,60
6665,2025-08-06 01:04:00,Wednesday,1,Stormy,Residential,Medium,37,67,15,55
6666,2025-08-29 13:51:00,Friday,13,Rainy,Commercial,Low,8,19,4,8
6667,2025-02-26 09:51:00,Wednesday,9,Stormy,Highway,Medium,45,60,10,49
6668,2025-07-03 05:51:00,Thursday,5,Cloudy,School Zone,Low,17,28,2,5
6669,2025-08-27 01:29:00,Wednesday,1,Clear,Residential,Medium,38,46,10,58
6670,2025-10-13 21:28:00,Monday,21,Cloudy,School Zone,Low,19,21,0,8
6671,2025-04-22 02:04:00,Tuesday,2,Rainy,Highway,Low,9,20,3,14
6672,2025-07-03 20:31:00,Thursday,20,Foggy,School Zone,High,81,72,28,101
6673,2025-08-17 16:56:00,Sunday,16,Cloudy,Industrial,Low,13,19,3,10
6674,2025-06-07 15:10:00,Saturday,15,Stormy,Commercial,Low,16,15,4,7
6675,2025-11-27 02:08:00,Thursday,2,Cloudy,School Zone,Low,20,26,3,5
6676,2025-07-19 15:28:00,Saturday,15,Foggy,Industrial,Medium,27,44,9,34
6677,2025-07-29 16:42:00,Tuesday,16,Clear,School Zone,Medium,41,65,5,44
6678,2025-02-11 10:53:00,Tuesday,10,Rainy,Highway,Medium,36,48,13,41
6679,2025-07-13 05:48:00,Sunday,5,Cloudy,Highway,Low,15,16,0,16
6680,2025-09-07 04:02:00,Sunday,4,Clear,Industrial,Low,5,12,1,16
6681,2025-06-28 07:18:00,Saturday,7,Cloudy,Industrial,High,112,91,22,148
6682,2025-05-23 18:39:00,Friday,18,Clear,Highway,High,71,127,25,102
6683,2025-12-16 02:06:00,Tuesday,2,Clear,Residential,Low,8,20,4,7
6684,2025-07-25 02:24:00,Friday,2,Stormy,Residential,Low,9,20,2,13
6685,2025-11-23 12:33:00,Sunday,12,Clear,Industrial,Low,6,11,1,17
6686,2025-06-20 23:32:00,Friday,23,Rainy,Residential,Low,10,26,0,8
6687,2025-09-21 12:01:00,Sunday,12,Stormy,Highway,Medium,40,47,14,51
6688,2025-12-09 02:34:00,Tuesday,2,Cloudy,School Zone,Low,14,28,5,17
6689,2025-11-27 02:57:00,Thursday,2,Foggy,Commercial,Low,17,30,4,7
6690,2025-12-26 11:45:00,Friday,11,Foggy,Residential,Medium,28,43,5,59
6691,2025-05-19 07:11:00,Monday,7,Rainy,Industrial,Medium,30,30,15,23
6692,2025-01-15 23:26:00,Wednesday,23,Foggy,Industrial,Low,18,21,0,5
6693,2025-01-15 14:44:00,Wednesday,14,Clear,Highway,Low,17,29,4,13
6694,2025-02-02 00:03:00,Sunday,0,Rainy,School Zone,Medium,40,49,12,40
6695,2025-01-27 00:52:00,Monday,0,Clear,Commercial,Low,14,26,5,20
6696,2025-12-09 04:57:00,Tuesday,4,Rainy,Residential,Low,11,10,4,16
6697,2025-10-19 07:52:00,Sunday,7,Cloudy,Industrial,Medium,22,40,14,54
6698,2025-05-09 13:47:00,Friday,13,Foggy,School Zone,Medium,21,32,9,45
6699,2025-10-21 05:00:00,Tuesday,5,Stormy,Residential,Medium,38,36,9,28
6700,2025-05-02 20:14:00,Friday,20,Rainy,Industrial,High,107,131,19,138
6701,2025-06-05 07:35:00,Thursday,7,Clear,School Zone,Medium,37,63,10,37
6702,2025-01-06 06:57:00,Monday,6,Cloudy,Industrial,Medium,25,65,13,38
6703,2025-02-10 23:26:00,Monday,23,Stormy,Commercial,Low,8,30,0,13
6704,2025-05-31 12:45:00,Saturday,12,Stormy,Highway,Medium,22,34,9,21
6705,2025-05-31 19:45:00,Saturday,19,Clear,Industrial,High,83,71,22,123
6706,2025-01-04 13:51:00,Saturday,13,Stormy,School Zone,Low,17,10,1,10
6707,2025-03-12 22:48:00,Wednesday,22,Clear,Highway,Low,7,17,5,5
6708,2025-03-07 01:38:00,Friday,1,Stormy,School Zone,Low,9,15,3,12
6709,2025-11-23 10:36:00,Sunday,10,Rainy,Residential,High,108,129,40,156
6710,2025-07-28 07:03:00,Monday,7,Cloudy,School Zone,High,119,138,39,138
6711,2025-02-26 20:31:00,Wednesday,20,Foggy,Highway,Medium,23,49,5,39
6712,2025-08-12 19:40:00,Tuesday,19,Cloudy,Industrial,Medium,28,49,8,24
6713,2025-09-17 10:26:00,Wednesday,10,Stormy,Commercial,High,72,88,40,148
6714,2025-08-31 09:55:00,Sunday,9,Cloudy,School Zone,Medium,44,33,12,42
6715,2025-07-20 18:23:00,Sunday,18,Rainy,Residential,Medium,46,30,11,60
6716,2025-08-05 20:38:00,Tuesday,20,Rainy,School Zone,Medium,46,69,14,37
6717,2025-06-28 15:39:00,Saturday,15,Clear,Commercial,Low,15,30,1,17
6718,2025-11-15 20:44:00,Saturday,20,Clear,Residential,Medium,41,68,9,60
6719,2025-06-11 19:21:00,Wednesday,19,Cloudy,Industrial,Medium,21,36,6,48
6720,2025-01-27 08:49:00,Monday,8,Stormy,Industrial,High,70,93,31,138
6721,2025-09-29 05:35:00,Monday,5,Foggy,Highway,Medium,26,69,15,40
6722,2025-01-07 13:44:00,Tuesday,13,Cloudy,Highway,Medium,28,43,10,21
6723,2025-10-09 11:11:00,Thursday,11,Foggy,Commercial,Low,20,25,3,20
6724,2025-08-13 01:05:00,Wednesday,1,Clear,Residential,Low,7,22,5,12
6725,2025-10-30 22:26:00,Thursday,22,Cloudy,Residential,Low,19,16,5,6
6726,2025-05-06 14:54:00,Tuesday,14,Stormy,Commercial,Low,6,15,0,20
6727,2025-07-27 01:13:00,Sunday,1,Clear,Industrial,Low,18,24,0,16
6728,2025-03-14 04:46:00,Friday,4,Clear,Industrial,Low,10,15,5,17
6729,2025-11-25 12:06:00,Tuesday,12,Rainy,Residential,Low,10,14,4,8
6730,2025-03-18 02:06:00,Tuesday,2,Clear,Highway,Medium,40,36,6,52
6731,2025-10-17 14:40:00,Friday,14,Cloudy,School Zone,Medium,20,68,12,41
6732,2025-06-02 04:46:00,Monday,4,Foggy,Commercial,Low,7,10,1,9
6733,2025-01-12 20:25:00,Sunday,20,Rainy,Highway,High,96,131,24,157
6734,2025-04-02 04:03:00,Wednesday,4,Stormy,Highway,Low,18,28,0,12
6735,2025-05-12 12:35:00,Monday,12,Clear,Residential,Medium,33,62,9,51
6736,2025-09-04 01:42:00,Thursday,1,Rainy,Commercial,Low,20,17,5,17
6737,2025-12-20 14:38:00,Saturday,14,Cloudy,Industrial,Medium,43,46,6,47
6738,2025-10-06 09:01:00,Monday,9,Clear,Industrial,High,96,144,34,137
6739,2025-06-10 15:11:00,Tuesday,15,Stormy,Commercial,Medium,40,52,5,60
6740,2025-09-24 19:34:00,Wednesday,19,Cloudy,School Zone,High,73,75,16,148
6741,2025-04-05 05:51:00,Saturday,5,Stormy,Industrial,Low,10,20,5,7
6742,2025-12-06 18:59:00,Saturday,18,Stormy,Highway,Medium,32,46,12,28
6743,2025-09-13 23:10:00,Saturday,23,Clear,Commercial,Medium,23,62,7,38
6744,2025-03-25 02:12:00,Tuesday,2,Stormy,Industrial,Medium,30,47,15,33
6745,2025-02-17 12:01:00,Monday,12,Stormy,Industrial,Medium,26,65,15,43
6746,2025-04-02 16:01:00,Wednesday,16,Clear,School Zone,Low,18,24,0,8
6747,2025-04-03 14:24:00,Thursday,14,Cloudy,Commercial,Medium,42,65,10,32
6748,2025-01-11 09:23:00,Saturday,9,Rainy,Industrial,Medium,50,38,9,55
6749,2025-05-24 16:09:00,Saturday,16,Cloudy,Highway,Medium,22,70,5,25
6750,2025-07-13 19:59:00,Sunday,19,Clear,Highway,Medium,39,39,8,55
6751,2025-08-13 00:15:00,Wednesday,0,Stormy,Highway,Low,13,29,3,19
6752,2025-03-12 15:48:00,Wednesday,15,Foggy,Industrial,Medium,38,38,6,28
6753,2025-02-16 02:06:00,Sunday,2,Rainy,Industrial,Medium,37,36,14,60
6754,2025-04-02 01:23:00,Wednesday,1,Rainy,Residential,Medium,23,70,9,23
6755,2025-09-01 21:25:00,Monday,21,Stormy,Commercial,Low,9,22,2,12
6756,2025-02-21 08:48:00,Friday,8,Cloudy,Industrial,Medium,44,50,9,32
6757,2025-01-10 04:24:00,Friday,4,Cloudy,Commercial,Low,17,20,4,5
6758,2025-09-23 09:28:00,Tuesday,9,Stormy,Highway,High,74,134,19,112
6759,2025-05-16 03:15:00,Friday,3,Foggy,Highway,Medium,30,49,9,49
6760,2025-06-14 09:19:00,Saturday,9,Stormy,Commercial,Medium,39,54,9,55
6761,2025-02-02 04:03:00,Sunday,4,Cloudy,Highway,Low,11,27,3,18
6762,2025-09-17 12:34:00,Wednesday,12,Clear,Highway,Low,6,17,0,8
6763,2025-04-17 11:25:00,Thursday,11,Rainy,Industrial,Low,16,17,2,10
6764,2025-06-24 10:23:00,Tuesday,10,Clear,Residential,High,119,137,27,117
6765,2025-02-08 22:03:00,Saturday,22,Rainy,Highway,Low,20,28,4,16
6766,2025-11-03 10:15:00,Monday,10,Clear,School Zone,High,76,114,23,135
6767,2025-12-25 15:41:00,Thursday,15,Clear,Commercial,Medium,29,63,13,37
6768,2025-10-23 03:52:00,Thursday,3,Cloudy,Highway,Low,8,20,5,17
6769,2025-07-14 23:05:00,Monday,23,Clear,Commercial,Medium,33,52,9,58
6770,2025-08-19 22:37:00,Tuesday,22,Stormy,Residential,Low,20,19,5,10
6771,2025-01-20 20:04:00,Monday,20,Rainy,Highway,High,88,90,34,153
