air_id,country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollution_level
1582,India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",2026-03-03 15:00:00,23.210494,77.425409,NO2,1.0,71.0,37.0,Low
1583,India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",2026-03-03 15:00:00,23.233584,77.400574,NO2,21.0,82.0,47.0,Low
1584,India,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",2026-03-03 15:00:00,23.817487,79.446246,PM2.5,28.0,310.0,107.0,High
1585,India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",2026-03-03 15:00:00,22.968259,76.064118,PM2.5,20.0,323.0,121.0,High
1586,India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",2026-03-03 15:00:00,22.968259,76.064118,NO2,73.0,128.0,110.0,High
1587,India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",2026-03-03 15:00:00,22.968259,76.064118,NH3,,,,Unknown
1588,India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",2026-03-03 15:00:00,23.218135,79.95777,NH3,5.0,7.0,6.0,Low
1589,India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",2026-03-03 15:00:00,23.218135,79.95777,OZONE,24.0,118.0,80.0,Moderate
1590,India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",2026-03-03 15:00:00,23.50016,80.23284,NO2,21.0,49.0,34.0,Low
1591,India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",2026-03-03 15:00:00,23.50016,80.23284,SO2,4.0,134.0,72.0,Moderate
1592,India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",2026-03-03 15:00:00,23.50016,80.23284,CO,17.0,110.0,30.0,Low
1593,India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",2026-03-03 15:00:00,23.10844,77.511428,PM2.5,57.0,339.0,129.0,High
1594,India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",2026-03-03 15:00:00,23.10844,77.511428,NH3,7.0,11.0,9.0,Low
1595,India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",2026-03-03 15:00:00,23.10844,77.511428,OZONE,10.0,43.0,31.0,Low
1596,India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",2026-03-03 15:00:00,22.624758,75.675238,NO2,20.0,48.0,33.0,Low
1597,India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",2026-03-03 15:00:00,23.331731,75.045981,PM10,49.0,215.0,123.0,High
1598,India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",2026-03-03 15:00:00,16.7602,77.1428,NO2,4.0,31.0,14.0,Low
1599,India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",2026-03-03 15:00:00,11.875,75.3732,PM2.5,79.0,92.0,86.0,Moderate
1600,India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",2026-03-03 15:00:00,11.875,75.3732,CO,20.0,28.0,22.0,Low
1601,India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",2026-03-03 15:00:00,8.8787,76.6073,SO2,2.0,85.0,7.0,Low
1602,India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",2026-03-03 15:00:00,8.8787,76.6073,OZONE,30.0,35.0,34.0,Low
1603,India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",2026-03-03 15:00:00,8.5637,76.8865,PM2.5,61.0,181.0,114.0,High
1604,India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",2026-03-03 15:00:00,8.5637,76.8865,NO2,6.0,7.0,6.0,Low
1605,India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",2026-03-03 15:00:00,8.5637,76.8865,OZONE,30.0,31.0,31.0,Low
1606,India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",2026-03-03 15:00:00,8.514909,76.943588,PM10,45.0,88.0,64.0,Moderate
1607,India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",2026-03-03 15:00:00,20.719516,77.000253,PM10,54.0,192.0,111.0,High
1608,India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",2026-03-03 15:00:00,20.719516,77.000253,OZONE,3.0,68.0,45.0,Low
1609,India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",2026-03-03 15:00:00,20.939198,77.765701,PM10,10.0,238.0,81.0,Moderate
1610,India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",2026-03-03 15:00:00,20.939198,77.765701,NH3,2.0,9.0,3.0,Low
1611,India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",2026-03-03 15:00:00,19.87562,75.38731,PM10,53.0,109.0,70.0,Moderate
1612,India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",2026-03-03 15:00:00,19.87562,75.38731,CO,16.0,146.0,46.0,Low
1613,India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",2026-03-03 15:00:00,19.87562,75.38731,OZONE,12.0,79.0,57.0,Moderate
1614,India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",2026-03-03 15:00:00,19.838944,75.244448,NH3,10.0,11.0,10.0,Low
1615,India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",2026-03-03 15:00:00,19.838944,75.244448,OZONE,18.0,109.0,75.0,Moderate
1616,India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",2026-03-03 15:00:00,19.863756,75.321188,NO2,9.0,81.0,31.0,Low
1617,India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",2026-03-03 15:00:00,19.863756,75.321188,SO2,10.0,42.0,25.0,Low
1618,India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",2026-03-03 15:00:00,19.863756,75.321188,OZONE,15.0,101.0,76.0,Moderate
1619,India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",2026-03-03 15:00:00,19.16485,73.23409,PM10,77.0,180.0,130.0,High
1620,India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",2026-03-03 15:00:00,19.02439,73.040672,PM2.5,26.0,271.0,112.0,High
1621,India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",2026-03-03 15:00:00,19.02439,73.040672,SO2,7.0,51.0,20.0,Low
1622,India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",2026-03-03 15:00:00,19.02439,73.040672,CO,4.0,88.0,31.0,Low
1623,India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",2026-03-03 15:00:00,19.309073,73.057223,PM2.5,39.0,243.0,120.0,High
1624,India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",2026-03-03 15:00:00,19.309073,73.057223,NO2,17.0,44.0,31.0,Low
1625,India,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",2026-03-03 15:00:00,22.7524,75.8872,OZONE,11.0,18.0,15.0,Low
1626,India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",2026-03-03 15:00:00,22.678,75.8559,NH3,,,,Unknown
1627,India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",2026-03-03 15:00:00,22.678,75.8559,OZONE,,,,Unknown
1628,India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",2026-03-03 15:00:00,22.7084,75.8815,PM10,29.0,260.0,119.0,High
1629,India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",2026-03-03 15:00:00,22.7084,75.8815,SO2,3.0,5.0,4.0,Low
1630,India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",2026-03-03 15:00:00,22.7084,75.8815,OZONE,6.0,12.0,10.0,Low
1631,India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",2026-03-03 15:00:00,23.163174,79.973061,NH3,1.0,2.0,1.0,Low
1632,India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",2026-03-03 15:00:00,23.142888,79.916147,PM2.5,23.0,337.0,117.0,High
1633,India,Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",2026-03-03 15:00:00,23.864016,78.802893,CO,18.0,96.0,58.0,Moderate
1634,India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",2026-03-03 15:00:00,24.584344,80.854941,NO2,12.0,13.0,12.0,Low
1635,India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",2026-03-03 15:00:00,24.10897,82.64558,PM2.5,45.0,326.0,178.0,High
1636,India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",2026-03-03 15:00:00,24.10897,82.64558,NO2,67.0,118.0,84.0,Moderate
1637,India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",2026-03-03 15:00:00,19.10122,74.73339,CO,24.0,118.0,33.0,Low
1638,India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",2026-03-03 15:00:00,19.786089,72.757971,PM2.5,57.0,306.0,159.0,High
1639,India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",2026-03-03 15:00:00,19.786089,72.757971,CO,6.0,105.0,36.0,Low
1640,India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",2026-03-03 15:00:00,19.9629,79.298714,SO2,19.0,31.0,25.0,Low
1641,India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",2026-03-03 15:00:00,19.97753,79.233709,PM10,58.0,200.0,122.0,High
1642,India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",2026-03-03 15:00:00,20.918946,74.776388,NO2,3.0,61.0,15.0,Low
1643,India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",2026-03-03 15:00:00,26.203442,78.193251,PM2.5,24.0,480.0,203.0,High
1644,India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",2026-03-03 15:00:00,26.203442,78.193251,OZONE,47.0,116.0,80.0,Moderate
1645,India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",2026-03-03 15:00:00,26.200388,78.147714,OZONE,39.0,110.0,72.0,Moderate
1646,India,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",2026-03-03 15:00:00,22.7289,75.8076,NO2,37.0,95.0,55.0,Moderate
1647,India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",2026-03-03 15:00:00,22.431,75.5213,NO2,28.0,187.0,115.0,High
1648,India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",2026-03-03 15:00:00,21.001264,75.565602,NH3,2.0,3.0,2.0,Low
1649,India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",2026-03-03 15:00:00,19.854616,75.905894,PM10,43.0,77.0,61.0,Moderate
1650,India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",2026-03-03 15:00:00,19.854616,75.905894,OZONE,21.0,90.0,71.0,Moderate
1651,India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",2026-03-03 15:00:00,19.25292,73.142019,PM10,31.0,189.0,97.0,Moderate
1652,India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",2026-03-03 15:00:00,19.25292,73.142019,NO2,37.0,37.0,37.0,Low
1653,India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",2026-03-03 15:00:00,19.25292,73.142019,NH3,1.0,1.0,1.0,Low
1654,India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",2026-03-03 15:00:00,19.25292,73.142019,OZONE,8.0,8.0,8.0,Low
1655,India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB",2026-03-03 15:00:00,19.192056,72.958519,OZONE,3.0,49.0,25.0,Low
1656,India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",2026-03-03 15:00:00,16.687045,74.250587,PM10,61.0,69.0,63.0,Moderate
1657,India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",2026-03-03 15:00:00,18.10234,73.478369,NH3,7.0,16.0,12.0,Low
1658,India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",2026-03-03 15:00:00,18.10234,73.478369,SO2,2.0,98.0,28.0,Low
1659,India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",2026-03-03 15:00:00,18.10234,73.478369,CO,22.0,27.0,25.0,Low
1660,India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",2026-03-03 15:00:00,20.555712,74.529236,PM10,101.0,296.0,150.0,High
1661,India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",2026-03-03 15:00:00,19.296481,72.840923,SO2,,,,Unknown
1662,India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",2026-03-03 15:00:00,19.053536,72.84643,OZONE,2.0,49.0,28.0,Low
1663,India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",2026-03-03 15:00:00,19.065931,72.862131,SO2,5.0,19.0,8.0,Low
1664,India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB",2026-03-03 15:00:00,18.994218,72.815817,NO2,3.0,79.0,36.0,Low
1665,India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB",2026-03-03 15:00:00,18.994218,72.815817,OZONE,8.0,64.0,52.0,Moderate
1666,India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",2026-03-03 15:00:00,21.121801,79.04952,NO2,,,,Unknown
1667,India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",2026-03-03 15:00:00,21.121801,79.04952,CO,2.0,104.0,20.0,Low
1668,India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",2026-03-03 15:00:00,21.121801,79.04952,OZONE,14.0,91.0,73.0,Moderate
1669,India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",2026-03-03 15:00:00,21.14472,79.107595,PM10,74.0,214.0,132.0,High
1670,India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",2026-03-03 15:00:00,21.152875,79.051753,PM10,57.0,163.0,112.0,High
1671,India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",2026-03-03 15:00:00,21.152875,79.051753,CO,6.0,101.0,28.0,Low
1672,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",2026-03-03 15:00:00,19.224333,72.865811,SO2,14.0,18.0,16.0,Low
1673,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",2026-03-03 15:00:00,19.224333,72.865811,CO,14.0,18.0,15.0,Low
1674,India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",2026-03-03 15:00:00,18.9767,72.838,PM10,39.0,122.0,78.0,Moderate
1675,India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",2026-03-03 15:00:00,18.9767,72.838,NO2,24.0,109.0,52.0,Moderate
1676,India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",2026-03-03 15:00:00,18.9767,72.838,SO2,1.0,5.0,2.0,Low
1677,India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",2026-03-03 15:00:00,18.9767,72.838,CO,4.0,101.0,22.0,Low
1678,India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",2026-03-03 15:00:00,19.036459,72.895437,PM2.5,27.0,317.0,126.0,High
1679,India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",2026-03-03 15:00:00,19.1375,72.915056,NH3,2.0,2.0,2.0,Low
1680,India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",2026-03-03 15:00:00,19.060498,72.923356,OZONE,1.0,28.0,20.0,Low
1681,India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",2026-03-03 15:00:00,19.000083,72.813993,NH3,3.0,4.0,4.0,Low
1682,India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-03-03 15:00:00,19.047,72.8746,SO2,1.0,4.0,2.0,Low
1683,India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-03-03 15:00:00,19.047,72.8746,CO,10.0,16.0,13.0,Low
1684,India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",2026-03-03 15:00:00,19.036459,72.895437,SO2,1.0,17.0,6.0,Low
1685,India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",2026-03-03 15:00:00,18.91,72.82,PM2.5,12.0,112.0,52.0,Moderate
1686,India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",2026-03-03 15:00:00,18.91,72.82,CO,58.0,67.0,64.0,Moderate
1687,India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",2026-03-03 15:00:00,18.91,72.82,OZONE,11.0,11.0,11.0,Low
1688,India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",2026-03-03 15:00:00,19.083694,72.920967,NO2,28.0,92.0,58.0,Moderate
1689,India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",2026-03-03 15:00:00,19.083694,72.920967,SO2,1.0,7.0,4.0,Low
1690,India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",2026-03-03 15:00:00,19.063214,72.845632,PM2.5,29.0,333.0,115.0,High
1691,India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",2026-03-03 15:00:00,20.021503,73.813844,NO2,4.0,32.0,17.0,Low
1692,India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",2026-03-03 15:00:00,20.021503,73.813844,NH3,2.0,13.0,4.0,Low
1693,India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB",2026-03-03 15:00:00,19.95022,73.73148,NO2,8.0,41.0,15.0,Low
1694,India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",2026-03-03 15:00:00,19.19709,72.82204,PM10,80.0,162.0,130.0,High
1695,India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",2026-03-03 15:00:00,19.175,72.9419,NO2,19.0,28.0,22.0,Low
1696,India,Odisha,Angul,"Hakimapada, Angul - OSPCB",2026-03-03 15:00:00,20.832874,85.104082,OZONE,40.0,248.0,243.0,High
1697,India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",2026-03-03 15:00:00,21.51161,86.89088,NO2,12.0,28.0,18.0,Low
1698,India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",2026-03-03 15:00:00,21.51161,86.89088,CO,24.0,72.0,36.0,Low
1699,India,Odisha,Barbil,"Forest Office, Barbil - OSPCB",2026-03-03 15:00:00,22.116605,85.394555,NH3,1.0,5.0,2.0,Low
1700,India,Odisha,Barbil,"Forest Office, Barbil - OSPCB",2026-03-03 15:00:00,22.116605,85.394555,SO2,8.0,78.0,24.0,Low
1701,India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB",2026-03-03 15:00:00,21.941841,86.728318,NO2,2.0,56.0,18.0,Low
1702,India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",2026-03-03 15:00:00,20.24079,85.836784,PM10,91.0,178.0,127.0,High
1703,India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",2026-03-03 15:00:00,20.24079,85.836784,NO2,13.0,58.0,25.0,Low
1704,India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",2026-03-03 15:00:00,20.24079,85.836784,CO,40.0,86.0,58.0,Moderate
1705,India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",2026-03-03 15:00:00,20.34652,85.8163,PM10,90.0,183.0,139.0,High
1706,India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB",2026-03-03 15:00:00,18.45445,73.854155,NH3,,,,Unknown
1707,India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB",2026-03-03 15:00:00,18.45445,73.854155,OZONE,38.0,49.0,49.0,Low
1708,India,Maharashtra,Pune,"Mhada Colony, Pune - IITM",2026-03-03 15:00:00,18.57304,73.927715,OZONE,7.0,70.0,52.0,Moderate
1709,India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM",2026-03-03 15:00:00,18.536457,73.805454,OZONE,8.0,47.0,32.0,Low
1710,India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM",2026-03-03 15:00:00,18.530085,73.849598,CO,48.0,111.0,68.0,Moderate
1711,India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",2026-03-03 15:00:00,18.547056,73.826908,CO,10.0,76.0,26.0,Low
1712,India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM",2026-03-03 15:00:00,18.664282,73.763966,PM10,73.0,123.0,96.0,Moderate
1713,India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM",2026-03-03 15:00:00,18.664282,73.763966,NO2,13.0,71.0,33.0,Low
1714,India,Maharashtra,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",2026-03-03 15:00:00,19.057575,73.015137,CO,12.0,142.0,47.0,Low
1715,India,Maharashtra,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",2026-03-03 15:00:00,19.057575,73.015137,OZONE,43.0,43.0,43.0,Low
1716,India,Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",2026-03-03 15:00:00,19.063,73.1209,PM2.5,35.0,312.0,134.0,High
1717,India,Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",2026-03-03 15:00:00,19.063,73.1209,OZONE,1.0,71.0,32.0,Low
1718,India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB",2026-03-03 15:00:00,19.265594,76.761463,PM2.5,15.0,68.0,36.0,Low
1719,India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB",2026-03-03 15:00:00,19.265594,76.761463,NH3,3.0,5.0,4.0,Low
1720,India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",2026-03-03 15:00:00,18.63673,73.82487,SO2,1.0,5.0,2.0,Low
1721,India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",2026-03-03 15:00:00,18.63673,73.82487,OZONE,32.0,33.0,32.0,Low
1722,India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",2026-03-03 15:00:00,18.59051,73.77946,OZONE,3.0,124.0,82.0,Moderate
1723,India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",2026-03-03 15:00:00,18.616318,73.765797,PM10,75.0,140.0,106.0,High
1724,India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",2026-03-03 15:00:00,18.616318,73.765797,NH3,6.0,11.0,8.0,Low
1725,India,Maharashtra,Pune,"Bhosari, Pune - IITM",2026-03-03 15:00:00,18.640051,73.848956,PM10,54.0,125.0,90.0,Moderate
1726,India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM",2026-03-03 15:00:00,18.60577,73.749976,OZONE,3.0,107.0,41.0,Low
1727,India,Maharashtra,Pune,"Hadapsar, Pune - IITM",2026-03-03 15:00:00,18.501793,73.927532,PM10,86.0,227.0,151.0,High
1728,India,Maharashtra,Pune,"Hadapsar, Pune - IITM",2026-03-03 15:00:00,18.501793,73.927532,CO,17.0,115.0,45.0,Low
1729,India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",2026-03-03 15:00:00,19.235581,73.159121,CO,6.0,103.0,15.0,Low
1730,India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB",2026-03-03 15:00:00,25.580342,91.894257,CO,30.0,68.0,40.0,Low
1731,India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB",2026-03-03 15:00:00,25.580342,91.894257,OZONE,1.0,1.0,1.0,Low
1732,India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB",2026-03-03 15:00:00,25.5586,91.8985,PM10,9.0,67.0,36.0,Low
1733,India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB",2026-03-03 15:00:00,25.5586,91.8985,SO2,11.0,31.0,14.0,Low
1734,India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",2026-03-03 15:00:00,23.717634,92.719284,OZONE,2.0,12.0,5.0,Low
1735,India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",2026-03-03 15:00:00,17.633626,75.91325,NO2,4.0,127.0,32.0,Low
1736,India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",2026-03-03 15:00:00,19.26777,72.97182,NO2,15.0,91.0,49.0,Low
1737,India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",2026-03-03 15:00:00,19.26777,72.97182,SO2,2.0,20.0,6.0,Low
1738,India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",2026-03-03 15:00:00,19.26777,72.97182,OZONE,1.0,92.0,65.0,Moderate
1739,India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",2026-03-03 15:00:00,19.222279,72.957979,NH3,3.0,4.0,3.0,Low
1740,India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",2026-03-03 15:00:00,19.235581,73.159121,NO2,8.0,43.0,26.0,Low
1741,India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",2026-03-03 15:00:00,20.34652,85.8163,SO2,5.0,64.0,18.0,Low
1742,India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",2026-03-03 15:00:00,22.061567,85.474096,PM2.5,,,,Unknown
1743,India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",2026-03-03 15:00:00,22.061567,85.474096,NO2,6.0,7.0,7.0,Low
1744,India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",2026-03-03 15:00:00,22.061567,85.474096,SO2,12.0,12.0,12.0,Low
1745,India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",2026-03-03 15:00:00,21.8005,83.839698,PM2.5,45.0,204.0,89.0,Moderate
1746,India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",2026-03-03 15:00:00,21.8005,83.839698,NH3,4.0,5.0,4.0,Low
1747,India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB",2026-03-03 15:00:00,19.959135,73.778801,SO2,4.0,26.0,10.0,Low
1748,India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",2026-03-03 15:00:00,19.090337,73.014232,SO2,6.0,10.0,8.0,Low
1749,India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",2026-03-03 15:00:00,19.090337,73.014232,CO,9.0,76.0,24.0,Low
1750,India,Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",2026-03-03 15:00:00,19.113505,73.008978,PM10,79.0,199.0,138.0,High
1751,India,Maharashtra,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",2026-03-03 15:00:00,19.008751,73.01662,NO2,45.0,45.0,45.0,Low
1752,India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",2026-03-03 15:00:00,20.94185,86.1151,NH3,2.0,10.0,4.0,Low
