traffic_id,timestamp,day,hour,weather,area_type,traffic_density,car_count,bike_count,truck_count,signal_waiting_time_seconds,traffic_load,date
8900,2025-12-14 22:33:00,Sunday,22,Foggy,Residential,Low,12,24,3,11,39,2025-12-14
8901,2025-02-10 21:55:00,Monday,21,Cloudy,Residential,Low,11,30,5,9,46,2025-02-10
8902,2025-06-29 16:56:00,Sunday,16,Cloudy,Highway,Low,16,23,2,9,41,2025-06-29
8903,2025-12-14 06:33:00,Sunday,6,Foggy,Commercial,Low,20,10,0,5,30,2025-12-14
8904,2025-06-15 16:04:00,Sunday,16,Clear,Highway,Low,6,28,2,13,36,2025-06-15
8905,2025-07-21 13:43:00,Monday,13,Rainy,Residential,Low,17,23,5,18,45,2025-07-21
8906,2025-03-03 23:10:00,Monday,23,Foggy,Residential,Low,8,13,0,19,21,2025-03-03
8907,2025-03-25 18:50:00,Tuesday,18,Stormy,Highway,High,81,77,15,120,173,2025-03-25
8908,2025-02-13 12:54:00,Thursday,12,Stormy,Highway,Low,10,10,1,17,21,2025-02-13
8909,2025-11-06 14:31:00,Thursday,14,Rainy,Industrial,Medium,30,70,8,51,108,2025-11-06
8910,2025-07-02 06:30:00,Wednesday,6,Clear,Residential,Low,5,18,4,5,27,2025-07-02
8911,2025-02-21 15:08:00,Friday,15,Clear,Industrial,Low,8,24,3,19,35,2025-02-21
8912,2025-06-13 02:43:00,Friday,2,Cloudy,Commercial,Medium,21,65,9,21,95,2025-06-13
8913,2025-09-22 11:05:00,Monday,11,Rainy,Commercial,Medium,25,48,12,54,85,2025-09-22
8914,2025-05-16 18:02:00,Friday,18,Clear,Residential,High,104,109,18,115,231,2025-05-16
8915,2025-05-28 10:03:00,Wednesday,10,Rainy,Residential,High,67,111,30,108,208,2025-05-28
8916,2025-02-17 08:19:00,Monday,8,Rainy,Highway,High,103,112,24,136,239,2025-02-17
8917,2025-02-24 09:39:00,Monday,9,Cloudy,Commercial,High,88,99,17,166,204,2025-02-24
8918,2025-02-11 06:25:00,Tuesday,6,Clear,Commercial,Medium,21,42,5,36,68,2025-02-11
8919,2025-10-10 05:14:00,Friday,5,Rainy,Residential,Low,6,18,2,13,26,2025-10-10
8920,2025-05-16 02:01:00,Friday,2,Rainy,Highway,Medium,50,39,8,21,97,2025-05-16
8921,2025-04-02 05:56:00,Wednesday,5,Foggy,Industrial,Low,7,19,2,15,28,2025-04-02
8922,2025-12-11 16:29:00,Thursday,16,Rainy,Highway,Low,18,18,0,12,36,2025-12-11
8923,2025-10-27 08:05:00,Monday,8,Clear,Commercial,Medium,37,68,6,36,111,2025-10-27
8924,2025-08-12 09:42:00,Tuesday,9,Clear,Highway,Medium,50,52,9,36,111,2025-08-12
8925,2025-07-03 23:45:00,Thursday,23,Stormy,Residential,Low,19,21,2,11,42,2025-07-03
8926,2025-02-09 08:30:00,Sunday,8,Cloudy,School Zone,Medium,43,43,11,36,97,2025-02-09
8927,2025-10-05 07:18:00,Sunday,7,Rainy,Commercial,High,103,111,40,111,254,2025-10-05
8928,2025-12-17 10:58:00,Wednesday,10,Foggy,Residential,High,92,134,27,77,253,2025-12-17
8929,2025-03-07 13:47:00,Friday,13,Clear,Residential,Medium,35,65,7,34,107,2025-03-07
8930,2025-09-30 05:27:00,Tuesday,5,Rainy,Highway,Medium,24,56,10,28,90,2025-09-30
8931,2025-02-05 07:42:00,Wednesday,7,Clear,School Zone,High,83,138,31,83,252,2025-02-05
8932,2025-06-13 19:51:00,Friday,19,Clear,School Zone,Medium,25,66,12,53,103,2025-06-13
8933,2025-05-20 06:54:00,Tuesday,6,Cloudy,Commercial,Low,15,26,4,14,45,2025-05-20
8934,2025-04-24 10:39:00,Thursday,10,Rainy,Commercial,High,66,79,16,81,161,2025-04-24
8935,2025-05-18 15:34:00,Sunday,15,Clear,Residential,Low,7,20,0,19,27,2025-05-18
8936,2025-06-11 10:15:00,Wednesday,10,Rainy,Highway,High,52,127,24,150,203,2025-06-11
8937,2025-12-27 05:57:00,Saturday,5,Rainy,Highway,Low,18,13,4,8,35,2025-12-27
8938,2025-05-14 13:26:00,Wednesday,13,Foggy,School Zone,Medium,22,35,8,57,65,2025-05-14
8939,2025-08-07 15:48:00,Thursday,15,Clear,Commercial,Low,15,28,5,10,48,2025-08-07
8940,2025-04-15 19:14:00,Tuesday,19,Rainy,Industrial,High,66,104,32,94,202,2025-04-15
8941,2025-11-01 03:10:00,Saturday,3,Cloudy,Highway,Low,19,27,0,13,46,2025-11-01
8942,2025-12-28 22:24:00,Sunday,22,Cloudy,Industrial,Low,19,21,2,18,42,2025-12-28
8943,2025-05-25 13:42:00,Sunday,13,Stormy,Industrial,Low,18,10,2,18,30,2025-05-25
8944,2025-04-16 21:05:00,Wednesday,21,Rainy,Industrial,Low,18,12,5,19,35,2025-04-16
8945,2025-12-18 03:05:00,Thursday,3,Stormy,Highway,Low,5,24,2,12,31,2025-12-18
8946,2025-01-08 21:44:00,Wednesday,21,Stormy,Commercial,Low,6,18,5,15,29,2025-01-08
8947,2025-07-29 15:23:00,Tuesday,15,Cloudy,Highway,Medium,36,37,14,59,87,2025-07-29
8948,2025-09-30 11:37:00,Tuesday,11,Clear,Highway,Medium,46,55,10,48,111,2025-09-30
8949,2025-04-05 10:18:00,Saturday,10,Foggy,Commercial,Medium,44,59,11,45,114,2025-04-05
8950,2025-02-07 11:01:00,Friday,11,Clear,Industrial,Low,17,15,3,8,35,2025-02-07
8951,2025-04-26 16:56:00,Saturday,16,Rainy,Industrial,Medium,38,66,6,43,110,2025-04-26
8952,2025-03-25 17:37:00,Tuesday,17,Foggy,Residential,High,81,120,17,175,218,2025-03-25
8953,2025-06-20 00:12:00,Friday,0,Rainy,Highway,Medium,28,54,13,35,95,2025-06-20
8954,2025-10-05 19:55:00,Sunday,19,Cloudy,Highway,High,75,86,32,176,193,2025-10-05
8955,2025-03-31 08:59:00,Monday,8,Rainy,Commercial,High,97,148,22,121,267,2025-03-31
8956,2025-08-29 13:41:00,Friday,13,Rainy,School Zone,Low,16,12,4,12,32,2025-08-29
8957,2025-02-07 22:05:00,Friday,22,Rainy,School Zone,Low,20,23,5,6,48,2025-02-07
8958,2025-05-01 13:42:00,Thursday,13,Rainy,Commercial,Medium,33,40,13,54,86,2025-05-01
8959,2025-05-08 05:46:00,Thursday,5,Clear,School Zone,Low,16,22,5,19,43,2025-05-08
8960,2025-09-27 05:12:00,Saturday,5,Stormy,Residential,Low,13,25,4,5,42,2025-09-27
8961,2025-09-26 17:37:00,Friday,17,Rainy,Residential,High,66,86,35,63,187,2025-09-26
8962,2025-04-05 04:21:00,Saturday,4,Foggy,Industrial,Low,6,19,4,10,29,2025-04-05
8963,2025-09-22 07:14:00,Monday,7,Stormy,Highway,High,119,85,36,115,240,2025-09-22
8964,2025-06-05 06:18:00,Thursday,6,Rainy,School Zone,Low,10,16,5,15,31,2025-06-05
8965,2025-06-28 17:54:00,Saturday,17,Rainy,Industrial,High,103,110,38,149,251,2025-06-28
8966,2025-05-31 14:45:00,Saturday,14,Clear,Industrial,Medium,28,56,9,57,93,2025-05-31
8967,2025-04-13 00:58:00,Sunday,0,Clear,Commercial,Low,12,15,4,18,31,2025-04-13
8968,2025-06-06 20:08:00,Friday,20,Stormy,Commercial,High,73,150,33,64,256,2025-06-06
8969,2025-05-04 01:42:00,Sunday,1,Rainy,School Zone,Low,19,11,2,12,32,2025-05-04
8970,2025-02-22 00:41:00,Saturday,0,Cloudy,School Zone,Low,9,13,3,20,25,2025-02-22
8971,2025-05-13 20:40:00,Tuesday,20,Clear,Industrial,High,79,135,30,105,244,2025-05-13
8972,2025-10-19 20:37:00,Sunday,20,Foggy,School Zone,High,58,118,30,110,206,2025-10-19
8973,2025-07-06 04:50:00,Sunday,4,Stormy,Highway,Medium,27,68,13,56,108,2025-07-06
8974,2025-06-18 07:23:00,Wednesday,7,Foggy,School Zone,Medium,50,57,13,32,120,2025-06-18
8975,2025-12-04 06:32:00,Thursday,6,Cloudy,School Zone,Low,9,10,2,11,21,2025-12-04
8976,2025-01-14 01:57:00,Tuesday,1,Cloudy,Residential,Medium,28,53,10,37,91,2025-01-14
8977,2025-10-05 05:34:00,Sunday,5,Foggy,Highway,Low,15,14,5,20,34,2025-10-05
8978,2025-04-06 06:52:00,Sunday,6,Stormy,School Zone,Low,18,11,4,5,33,2025-04-06
8979,2025-08-17 03:16:00,Sunday,3,Foggy,Residential,Medium,48,56,15,36,119,2025-08-17
8980,2025-05-12 09:23:00,Monday,9,Rainy,Commercial,High,54,70,29,156,153,2025-05-12
8981,2025-04-05 11:01:00,Saturday,11,Stormy,Commercial,Medium,26,58,11,43,95,2025-04-05
8982,2025-06-02 22:20:00,Monday,22,Stormy,Industrial,Low,7,29,2,5,38,2025-06-02
8983,2025-07-01 13:56:00,Tuesday,13,Rainy,Industrial,Medium,41,47,13,55,101,2025-07-01
8984,2025-05-06 13:48:00,Tuesday,13,Rainy,Highway,Low,11,28,1,10,40,2025-05-06
8985,2025-10-01 01:46:00,Wednesday,1,Clear,Residential,Medium,20,40,14,36,74,2025-10-01
8986,2025-07-08 09:45:00,Tuesday,9,Stormy,Residential,High,55,113,31,72,199,2025-07-08
8987,2025-11-11 06:40:00,Tuesday,6,Stormy,Residential,Low,20,26,5,5,51,2025-11-11
8988,2025-10-31 17:14:00,Friday,17,Rainy,Highway,Medium,34,31,14,27,79,2025-10-31
8989,2025-01-01 10:14:00,Wednesday,10,Rainy,Commercial,High,70,109,29,130,208,2025-01-01
8990,2025-10-06 02:02:00,Monday,2,Clear,Industrial,Low,15,22,3,20,40,2025-10-06
8991,2025-09-22 10:43:00,Monday,10,Clear,Commercial,Medium,39,36,6,32,81,2025-09-22
8992,2025-10-03 14:58:00,Friday,14,Rainy,Commercial,Low,10,11,0,19,21,2025-10-03
8993,2025-09-22 20:20:00,Monday,20,Rainy,Highway,Medium,48,52,14,21,114,2025-09-22
8994,2025-07-06 02:26:00,Sunday,2,Rainy,Commercial,Low,15,15,5,17,35,2025-07-06
8995,2025-04-10 10:47:00,Thursday,10,Clear,Highway,High,77,74,30,119,181,2025-04-10
8996,2025-06-18 10:24:00,Wednesday,10,Rainy,Highway,Medium,36,59,8,36,103,2025-06-18
8997,2025-06-24 10:14:00,Tuesday,10,Foggy,School Zone,High,50,96,31,70,177,2025-06-24
8998,2025-03-09 07:02:00,Sunday,7,Foggy,School Zone,Medium,32,56,9,28,97,2025-03-09
8999,2025-03-14 17:57:00,Friday,17,Rainy,Industrial,High,53,90,22,92,165,2025-03-14
9000,2025-06-23 12:14:00,Monday,12,Rainy,Residential,Low,20,17,3,20,40,2025-06-23
9001,2025-06-17 12:23:00,Tuesday,12,Rainy,Residential,Medium,20,50,13,46,83,2025-06-17
9002,2025-08-11 22:02:00,Monday,22,Clear,School Zone,Low,15,29,2,15,46,2025-08-11
9003,2025-02-02 14:40:00,Sunday,14,Clear,Commercial,Medium,26,45,13,32,84,2025-02-02
9004,2025-02-24 18:20:00,Monday,18,Stormy,Industrial,Medium,49,68,5,34,122,2025-02-24
9005,2025-09-01 05:50:00,Monday,5,Rainy,School Zone,Low,17,24,2,16,43,2025-09-01
9006,2025-09-05 23:43:00,Friday,23,Stormy,Commercial,Medium,40,54,8,33,102,2025-09-05
9007,2025-06-13 12:48:00,Friday,12,Cloudy,School Zone,Low,11,27,4,13,42,2025-06-13
9008,2025-01-31 09:48:00,Friday,9,Cloudy,Highway,Medium,20,56,8,37,84,2025-01-31
9009,2025-01-21 07:28:00,Tuesday,7,Clear,Highway,High,71,95,17,99,183,2025-01-21
9010,2025-07-13 17:29:00,Sunday,17,Stormy,Industrial,Medium,37,58,9,25,104,2025-07-13
9011,2025-12-28 10:07:00,Sunday,10,Clear,Industrial,High,104,142,36,94,282,2025-12-28
9012,2025-12-08 20:59:00,Monday,20,Clear,Industrial,Medium,20,70,11,26,101,2025-12-08
9013,2025-12-02 09:31:00,Tuesday,9,Stormy,Industrial,High,87,122,29,148,238,2025-12-02
9014,2025-05-25 06:01:00,Sunday,6,Foggy,Industrial,Medium,41,66,12,51,119,2025-05-25
9015,2025-01-15 17:01:00,Wednesday,17,Rainy,School Zone,High,100,81,28,109,209,2025-01-15
9016,2025-12-19 12:51:00,Friday,12,Stormy,Highway,Medium,31,41,15,41,87,2025-12-19
9017,2025-07-30 12:18:00,Wednesday,12,Stormy,Highway,Medium,23,53,11,53,87,2025-07-30
9018,2025-09-14 21:59:00,Sunday,21,Clear,Highway,Low,11,24,5,11,40,2025-09-14
9019,2025-07-08 21:42:00,Tuesday,21,Cloudy,Commercial,Low,11,30,4,17,45,2025-07-08
9020,2025-06-05 01:08:00,Thursday,1,Cloudy,Residential,Low,15,11,2,8,28,2025-06-05
9021,2025-02-28 00:38:00,Friday,0,Rainy,Commercial,Medium,24,47,9,46,80,2025-02-28
9022,2025-09-04 18:10:00,Thursday,18,Rainy,Residential,High,89,98,24,104,211,2025-09-04
9023,2025-05-16 11:28:00,Friday,11,Foggy,Industrial,Medium,28,35,9,21,72,2025-05-16
9024,2025-12-02 01:48:00,Tuesday,1,Stormy,Residential,Low,20,23,1,14,44,2025-12-02
9025,2025-08-08 19:33:00,Friday,19,Clear,Industrial,High,82,77,25,153,184,2025-08-08
9026,2025-03-05 19:16:00,Wednesday,19,Stormy,Commercial,High,68,70,34,106,172,2025-03-05
9027,2025-07-17 18:26:00,Thursday,18,Cloudy,Commercial,High,83,95,30,168,208,2025-07-17
9028,2025-07-01 12:31:00,Tuesday,12,Clear,Residential,Medium,24,38,15,34,77,2025-07-01
9029,2025-07-05 15:03:00,Saturday,15,Clear,Highway,Medium,37,32,11,34,80,2025-07-05
9030,2025-07-13 17:12:00,Sunday,17,Stormy,Commercial,High,50,138,16,111,204,2025-07-13
9031,2025-08-24 01:58:00,Sunday,1,Clear,Residential,Low,11,24,1,14,36,2025-08-24
9032,2025-01-29 00:11:00,Wednesday,0,Cloudy,Commercial,Low,18,30,4,9,52,2025-01-29
9033,2025-06-25 20:00:00,Wednesday,20,Stormy,School Zone,Medium,45,53,15,20,113,2025-06-25
9034,2025-10-23 13:53:00,Thursday,13,Foggy,Commercial,Low,15,16,2,17,33,2025-10-23
9035,2025-10-05 02:06:00,Sunday,2,Clear,Industrial,Low,18,12,3,20,33,2025-10-05
9036,2025-06-25 14:13:00,Wednesday,14,Stormy,Residential,Medium,24,33,5,51,62,2025-06-25
9037,2025-08-04 22:18:00,Monday,22,Foggy,Industrial,Low,18,26,2,5,46,2025-08-04
9038,2025-01-12 01:30:00,Sunday,1,Clear,Industrial,Medium,48,36,5,44,89,2025-01-12
9039,2025-08-07 06:40:00,Thursday,6,Rainy,Highway,Medium,44,70,12,33,126,2025-08-07
9040,2025-05-28 17:20:00,Wednesday,17,Stormy,Highway,Medium,35,57,13,26,105,2025-05-28
9041,2025-08-06 00:37:00,Wednesday,0,Cloudy,Residential,Medium,48,70,15,45,133,2025-08-06
9042,2025-03-14 00:07:00,Friday,0,Foggy,Industrial,Low,9,26,5,16,40,2025-03-14
9043,2025-12-31 17:59:00,Wednesday,17,Clear,Residential,Medium,36,59,11,41,106,2025-12-31
9044,2025-11-21 23:36:00,Friday,23,Stormy,School Zone,Low,20,15,0,10,35,2025-11-21
9045,2025-07-28 16:50:00,Monday,16,Stormy,Commercial,Medium,46,33,6,35,85,2025-07-28
9046,2025-05-04 19:51:00,Sunday,19,Foggy,Highway,High,97,143,25,103,265,2025-05-04
9047,2025-04-10 19:10:00,Thursday,19,Foggy,Residential,High,68,117,17,100,202,2025-04-10
9048,2025-12-08 20:24:00,Monday,20,Clear,Commercial,Medium,49,35,6,32,90,2025-12-08
9049,2025-12-22 01:11:00,Monday,1,Stormy,Highway,Low,19,18,4,18,41,2025-12-22
9050,2025-01-27 02:16:00,Monday,2,Stormy,School Zone,Low,14,18,3,10,35,2025-01-27
9051,2025-07-10 01:38:00,Thursday,1,Stormy,Industrial,Medium,29,68,14,53,111,2025-07-10
9052,2025-02-17 12:10:00,Monday,12,Clear,Industrial,Medium,26,50,8,34,84,2025-02-17
9053,2025-04-10 02:07:00,Thursday,2,Rainy,Residential,Medium,25,37,11,49,73,2025-04-10
9054,2025-11-05 09:11:00,Wednesday,9,Rainy,Industrial,High,61,94,26,160,181,2025-11-05
9055,2025-06-03 05:30:00,Tuesday,5,Cloudy,Residential,Low,12,22,3,19,37,2025-06-03
9056,2025-02-04 19:59:00,Tuesday,19,Stormy,Highway,Medium,48,50,12,48,110,2025-02-04
9057,2025-10-20 03:58:00,Monday,3,Clear,School Zone,Low,8,23,3,6,34,2025-10-20
9058,2025-04-20 09:37:00,Sunday,9,Cloudy,Highway,High,108,147,39,88,294,2025-04-20
9059,2025-08-12 11:34:00,Tuesday,11,Rainy,School Zone,Low,6,22,2,14,30,2025-08-12
9060,2025-09-16 13:04:00,Tuesday,13,Foggy,Residential,Medium,23,43,15,47,81,2025-09-16
9061,2025-12-05 19:10:00,Friday,19,Foggy,Industrial,High,77,94,36,90,207,2025-12-05
9062,2025-12-30 23:01:00,Tuesday,23,Foggy,School Zone,Low,8,28,1,20,37,2025-12-30
9063,2025-09-05 10:42:00,Friday,10,Foggy,Highway,High,84,104,40,143,228,2025-09-05
9064,2025-05-22 22:39:00,Thursday,22,Stormy,School Zone,Medium,24,70,12,54,106,2025-05-22
9065,2025-03-29 17:48:00,Saturday,17,Clear,Residential,Medium,24,45,14,21,83,2025-03-29
9066,2025-10-25 23:05:00,Saturday,23,Rainy,Commercial,Low,7,17,0,20,24,2025-10-25
9067,2025-08-21 15:59:00,Thursday,15,Clear,Industrial,Low,13,21,4,9,38,2025-08-21
9068,2025-04-26 09:44:00,Saturday,9,Clear,Highway,High,79,130,31,84,240,2025-04-26
9069,2025-06-23 02:23:00,Monday,2,Stormy,School Zone,Low,10,26,4,18,40,2025-06-23
9070,2025-06-09 14:13:00,Monday,14,Stormy,Highway,Medium,48,38,12,28,98,2025-06-09
9071,2025-04-28 05:42:00,Monday,5,Stormy,Highway,Medium,33,32,5,55,70,2025-04-28
9072,2025-12-26 17:32:00,Friday,17,Cloudy,Residential,Medium,23,42,13,22,78,2025-12-26
9073,2025-08-08 13:45:00,Friday,13,Clear,Residential,Low,20,19,1,13,40,2025-08-08
9074,2025-01-20 18:54:00,Monday,18,Stormy,School Zone,Medium,46,47,5,56,98,2025-01-20
9075,2025-05-29 12:49:00,Thursday,12,Foggy,Residential,Low,10,14,2,17,26,2025-05-29
9076,2025-11-29 02:22:00,Saturday,2,Cloudy,School Zone,Low,13,19,4,11,36,2025-11-29
9077,2025-01-25 06:26:00,Saturday,6,Stormy,Residential,Low,10,17,0,5,27,2025-01-25
9078,2025-10-17 12:32:00,Friday,12,Foggy,Industrial,Low,10,17,2,5,29,2025-10-17
9079,2025-03-08 23:34:00,Saturday,23,Clear,Residential,Medium,45,40,5,36,90,2025-03-08
9080,2025-04-03 15:01:00,Thursday,15,Foggy,Highway,Medium,20,64,5,21,89,2025-04-03
9081,2025-03-23 04:59:00,Sunday,4,Foggy,School Zone,Medium,22,34,9,24,65,2025-03-23
9082,2025-08-24 09:19:00,Sunday,9,Stormy,Highway,High,86,79,20,72,185,2025-08-24
9083,2025-05-15 04:35:00,Thursday,4,Cloudy,Commercial,Low,16,23,2,15,41,2025-05-15
9084,2025-04-20 21:26:00,Sunday,21,Clear,Highway,Medium,46,68,10,55,124,2025-04-20
9085,2025-08-21 00:41:00,Thursday,0,Clear,School Zone,Low,11,16,1,9,28,2025-08-21
9086,2025-05-09 10:57:00,Friday,10,Clear,School Zone,High,114,111,36,87,261,2025-05-09
9087,2025-10-03 17:34:00,Friday,17,Rainy,Industrial,Medium,28,56,15,28,99,2025-10-03
9088,2025-11-08 02:27:00,Saturday,2,Stormy,Industrial,Low,12,17,0,8,29,2025-11-08
9089,2025-09-19 21:32:00,Friday,21,Foggy,Residential,Low,17,24,5,9,46,2025-09-19
9090,2025-06-10 13:40:00,Tuesday,13,Rainy,Commercial,Low,8,21,1,6,30,2025-06-10
9091,2025-12-02 12:47:00,Tuesday,12,Clear,Commercial,Medium,20,32,13,60,65,2025-12-02
9092,2025-09-23 19:49:00,Tuesday,19,Foggy,Highway,High,118,70,40,72,228,2025-09-23
9093,2025-05-08 04:20:00,Thursday,4,Foggy,School Zone,Low,12,28,4,18,44,2025-05-08
9094,2025-03-20 20:27:00,Thursday,20,Cloudy,Residential,Medium,34,30,9,21,73,2025-03-20
9095,2025-07-25 08:27:00,Friday,8,Stormy,School Zone,High,69,142,25,149,236,2025-07-25
9096,2025-01-17 18:14:00,Friday,18,Rainy,Industrial,High,52,113,34,167,199,2025-01-17
9097,2025-06-10 17:27:00,Tuesday,17,Rainy,Highway,Medium,44,54,11,20,109,2025-06-10
9098,2025-09-17 01:21:00,Wednesday,1,Foggy,Residential,Low,19,20,1,9,40,2025-09-17
9099,2025-10-29 09:03:00,Wednesday,9,Foggy,Industrial,Medium,35,70,11,24,116,2025-10-29
9100,2025-08-29 22:02:00,Friday,22,Stormy,Residential,Low,14,22,3,10,39,2025-08-29
9101,2025-09-14 18:14:00,Sunday,18,Stormy,Industrial,High,66,147,23,144,236,2025-09-14
9102,2025-02-28 01:22:00,Friday,1,Cloudy,School Zone,Medium,23,36,7,29,66,2025-02-28
9103,2025-12-22 15:09:00,Monday,15,Stormy,Highway,Low,20,13,4,9,37,2025-12-22
9104,2025-01-10 18:46:00,Friday,18,Rainy,School Zone,Medium,34,31,15,51,80,2025-01-10
9105,2025-02-17 23:59:00,Monday,23,Stormy,Residential,Low,14,15,5,17,34,2025-02-17
9106,2025-06-26 07:12:00,Thursday,7,Rainy,School Zone,Medium,28,49,14,27,91,2025-06-26
9107,2025-07-21 00:07:00,Monday,0,Foggy,Residential,Low,18,22,1,5,41,2025-07-21
9108,2025-11-13 07:21:00,Thursday,7,Rainy,Residential,High,61,117,17,64,195,2025-11-13
9109,2025-02-07 05:16:00,Friday,5,Clear,Highway,Low,7,30,1,20,38,2025-02-07
9110,2025-09-22 19:38:00,Monday,19,Cloudy,Highway,High,112,82,16,74,210,2025-09-22
9111,2025-03-09 03:35:00,Sunday,3,Clear,Highway,Low,5,24,2,15,31,2025-03-09
9112,2025-01-22 12:03:00,Wednesday,12,Foggy,Residential,Medium,33,34,8,48,75,2025-01-22
9113,2025-12-06 13:56:00,Saturday,13,Clear,School Zone,Medium,35,58,8,49,101,2025-12-06
9114,2025-05-18 02:47:00,Sunday,2,Stormy,Commercial,Low,7,14,2,11,23,2025-05-18
9115,2025-03-09 15:01:00,Sunday,15,Cloudy,Highway,Low,14,28,0,12,42,2025-03-09
9116,2025-03-11 04:10:00,Tuesday,4,Foggy,Industrial,Medium,48,49,9,54,106,2025-03-11
9117,2025-04-27 16:24:00,Sunday,16,Rainy,Residential,Low,19,30,1,16,50,2025-04-27
9118,2025-02-14 06:09:00,Friday,6,Rainy,Commercial,Low,20,21,2,6,43,2025-02-14
9119,2025-02-23 03:03:00,Sunday,3,Rainy,Commercial,Low,16,24,5,7,45,2025-02-23
9120,2025-03-22 14:01:00,Saturday,14,Stormy,School Zone,Low,14,25,4,12,43,2025-03-22
9121,2025-03-25 01:14:00,Tuesday,1,Stormy,School Zone,Low,20,20,5,19,45,2025-03-25
9122,2025-07-09 00:05:00,Wednesday,0,Cloudy,School Zone,Low,6,24,5,6,35,2025-07-09
9123,2025-12-27 09:33:00,Saturday,9,Foggy,School Zone,Medium,34,49,15,41,98,2025-12-27
9124,2025-05-01 06:11:00,Thursday,6,Cloudy,School Zone,Low,9,13,2,18,24,2025-05-01
9125,2025-04-03 13:56:00,Thursday,13,Foggy,School Zone,Low,5,12,0,20,17,2025-04-03
9126,2025-12-11 17:58:00,Thursday,17,Foggy,Commercial,High,93,97,15,113,205,2025-12-11
9127,2025-03-24 17:09:00,Monday,17,Foggy,Commercial,Medium,33,69,12,54,114,2025-03-24
9128,2025-07-10 21:18:00,Thursday,21,Clear,Industrial,Medium,33,66,7,39,106,2025-07-10
9129,2025-10-10 20:43:00,Friday,20,Rainy,School Zone,High,52,136,32,133,220,2025-10-10
9130,2025-08-20 03:00:00,Wednesday,3,Rainy,Industrial,Low,15,15,3,18,33,2025-08-20
9131,2025-04-28 04:41:00,Monday,4,Rainy,Industrial,Medium,33,46,5,46,84,2025-04-28
9132,2025-12-16 05:40:00,Tuesday,5,Cloudy,School Zone,Low,15,21,4,14,40,2025-12-16
9133,2025-12-15 00:45:00,Monday,0,Stormy,Industrial,Low,18,14,4,20,36,2025-12-15
9134,2025-06-03 20:33:00,Tuesday,20,Cloudy,School Zone,High,114,115,25,142,254,2025-06-03
9135,2025-02-11 11:53:00,Tuesday,11,Rainy,Residential,Medium,30,63,14,49,107,2025-02-11
9136,2025-10-14 07:51:00,Tuesday,7,Cloudy,Industrial,Medium,22,30,14,28,66,2025-10-14
9137,2025-01-06 14:52:00,Monday,14,Rainy,Industrial,Low,20,26,2,12,48,2025-01-06
9138,2025-01-16 01:42:00,Thursday,1,Rainy,Residential,Low,6,12,1,9,19,2025-01-16
9139,2025-11-28 15:30:00,Friday,15,Foggy,Residential,Low,10,25,0,16,35,2025-11-28
9140,2025-03-03 13:12:00,Monday,13,Foggy,Residential,Low,17,18,2,8,37,2025-03-03
9141,2025-04-04 05:14:00,Friday,5,Foggy,Highway,Medium,38,69,9,21,116,2025-04-04
9142,2025-06-02 13:37:00,Monday,13,Rainy,Commercial,Low,12,27,2,18,41,2025-06-02
9143,2025-11-01 16:04:00,Saturday,16,Foggy,Residential,Medium,44,37,12,29,93,2025-11-01
9144,2025-10-13 15:26:00,Monday,15,Stormy,Highway,Medium,50,30,10,38,90,2025-10-13
9145,2025-01-15 05:38:00,Wednesday,5,Stormy,Industrial,Low,14,21,4,17,39,2025-01-15
9146,2025-09-04 11:05:00,Thursday,11,Stormy,Highway,Medium,23,62,6,58,91,2025-09-04
9147,2025-09-11 12:23:00,Thursday,12,Foggy,Residential,Low,16,30,4,17,50,2025-09-11
9148,2025-05-26 10:40:00,Monday,10,Rainy,School Zone,Medium,29,37,15,58,81,2025-05-26
9149,2025-07-12 04:28:00,Saturday,4,Stormy,Commercial,Low,8,16,4,15,28,2025-07-12
9150,2025-03-13 15:04:00,Thursday,15,Stormy,Commercial,Low,16,19,1,8,36,2025-03-13
9151,2025-07-14 10:02:00,Monday,10,Cloudy,Highway,Medium,48,35,5,50,88,2025-07-14
9152,2025-03-26 01:51:00,Wednesday,1,Stormy,Highway,Medium,42,42,11,56,95,2025-03-26
9153,2025-09-28 07:38:00,Sunday,7,Cloudy,Residential,Medium,23,34,9,60,66,2025-09-28
9154,2025-09-06 00:01:00,Saturday,0,Clear,Commercial,Medium,48,30,12,56,90,2025-09-06
9155,2025-10-28 07:01:00,Tuesday,7,Rainy,Industrial,High,112,136,15,114,263,2025-10-28
9156,2025-02-03 03:03:00,Monday,3,Foggy,Commercial,Low,14,21,5,18,40,2025-02-03
9157,2025-06-17 04:36:00,Tuesday,4,Cloudy,School Zone,Medium,20,55,15,58,90,2025-06-17
9158,2025-11-28 19:15:00,Friday,19,Foggy,Highway,Medium,31,64,5,47,100,2025-11-28
9159,2025-04-05 07:48:00,Saturday,7,Clear,School Zone,High,70,123,29,86,222,2025-04-05
9160,2025-07-29 20:01:00,Tuesday,20,Clear,Commercial,Medium,47,63,14,28,124,2025-07-29
9161,2025-02-27 03:05:00,Thursday,3,Cloudy,Industrial,Low,12,13,5,12,30,2025-02-27
9162,2025-03-27 12:36:00,Thursday,12,Cloudy,Residential,Low,19,28,5,9,52,2025-03-27
9163,2025-09-27 09:42:00,Saturday,9,Clear,Commercial,Medium,36,70,6,38,112,2025-09-27
